# qw qx qy qz x y z 
-0.014126 -0.021466 -0.237517 0.971043 -0.162186 0.364694 -3.415200
-0.018901 -0.025059 -0.230335 0.972605 -0.138713 0.357329 -3.390285
-0.022923 -0.031285 -0.231308 0.972107 -0.106668 0.342734 -3.362819
-0.030404 -0.041676 -0.241770 0.968961 -0.096103 0.343438 -3.321606
-0.044918 -0.062074 -0.242179 0.967201 -0.053323 0.341558 -3.257842
-0.040340 -0.063913 -0.246815 0.966111 -0.039899 0.330458 -3.233261
-0.039257 -0.079568 -0.256315 0.962513 -0.024176 0.339403 -3.184961
-0.038829 -0.094588 -0.249509 0.962959 -0.007760 0.339359 -3.146669
-0.036305 -0.109331 -0.244689 0.962734 0.017359 0.339980 -3.106091
-0.032573 -0.119240 -0.237897 0.963393 0.047245 0.325164 -3.071628
-0.028891 -0.129788 -0.235747 0.962675 0.071875 0.318734 -3.031858
-0.029714 -0.140480 -0.236620 0.960934 0.111066 0.315563 -2.984860
-0.028759 -0.148656 -0.233310 0.960542 0.144507 0.312932 -2.940340
-0.034941 -0.156208 -0.237257 0.958169 0.190001 0.311912 -2.891386
-0.042737 -0.155930 -0.235161 0.958415 0.202698 0.318318 -2.845739
-0.047168 -0.176211 -0.239291 0.953658 0.233589 0.322025 -2.781256
-0.050043 -0.189017 -0.237405 0.951529 0.245812 0.325057 -2.737941
-0.056717 -0.201833 -0.231383 0.950005 0.261125 0.333517 -2.687570
-0.060523 -0.212706 -0.224431 0.949065 0.276500 0.330942 -2.645560
-0.062862 -0.217424 -0.217637 0.949426 0.287101 0.328419 -2.603082
-0.063304 -0.222814 -0.216441 0.948420 0.303657 0.325177 -2.555287
-0.065745 -0.228264 -0.214841 0.947321 0.314787 0.323156 -2.507544
-0.072571 -0.238709 -0.221345 0.942740 0.325776 0.320848 -2.456707
-0.078848 -0.245826 -0.220124 0.940690 0.337569 0.333130 -2.400557
-0.074962 -0.245037 -0.218036 0.941699 0.353956 0.330654 -2.364781
-0.067629 -0.249636 -0.218310 0.940983 0.371060 0.332689 -2.324869
-0.065233 -0.257368 -0.218177 0.939098 0.393187 0.338971 -2.277490
-0.059733 -0.261712 -0.213247 0.939396 0.417875 0.332163 -2.241793
-0.057284 -0.269727 -0.213836 0.937145 0.438666 0.330184 -2.202649
-0.056493 -0.281302 -0.211200 0.934383 0.465096 0.321711 -2.164206
-0.059091 -0.290363 -0.212699 0.931105 0.495411 0.325649 -2.124734
-0.060429 -0.299124 -0.216978 0.927251 0.524791 0.325508 -2.084141
-0.070179 -0.306273 -0.204423 0.927083 0.559812 0.347310 -2.023243
-0.067396 -0.311109 -0.198024 0.927068 0.584437 0.344994 -1.991356
-0.062671 -0.317342 -0.200375 0.924779 0.601229 0.334997 -1.956316
-0.062899 -0.323446 -0.201203 0.922466 0.612223 0.332490 -1.916595
-0.064617 -0.328290 -0.197765 0.921379 0.616086 0.338292 -1.874183
-0.064193 -0.333172 -0.189134 0.921469 0.623232 0.332664 -1.829843
-0.065003 -0.337275 -0.182773 0.921203 0.629408 0.326581 -1.781136
-0.069304 -0.340245 -0.178814 0.920573 0.623793 0.321960 -1.732065
-0.077047 -0.347361 -0.174187 0.918185 0.619068 0.322771 -1.675028
-0.082083 -0.343690 -0.170156 0.919884 0.616970 0.316983 -1.628559
-0.083820 -0.350000 -0.182490 0.914971 0.615496 0.312012 -1.541247
-0.085163 -0.351111 -0.191990 0.912474 0.611210 0.320408 -1.481900
-0.081079 -0.346244 -0.189776 0.915165 0.599655 0.328681 -1.449620
-0.076264 -0.346360 -0.184467 0.916619 0.597955 0.329000 -1.404270
-0.076462 -0.346673 -0.180508 0.917272 0.594886 0.330315 -1.357078
-0.077569 -0.347173 -0.177451 0.917587 0.593600 0.330048 -1.297455
-0.077365 -0.346363 -0.172242 0.918901 0.590837 0.327143 -1.245170
-0.076803 -0.350826 -0.165575 0.918481 0.594963 0.321077 -1.170556
-0.081133 -0.353495 -0.163319 0.917489 0.590636 0.331346 -1.105284
-0.084895 -0.351505 -0.159916 0.918512 0.585726 0.350610 -1.014296
-0.086337 -0.348587 -0.156708 0.920041 0.582335 0.355667 -0.954384
-0.084915 -0.344831 -0.155990 0.921709 0.575747 0.365444 -0.907099
-0.076192 -0.339766 -0.150767 0.925215 0.564511 0.355686 -0.857042
-0.071044 -0.339832 -0.150141 0.925702 0.566230 0.356112 -0.798493
-0.068718 -0.333761 -0.148914 0.928281 0.550623 0.355615 -0.749065
-0.066179 -0.324246 -0.145748 0.932332 0.530504 0.360061 -0.702520
-0.062977 -0.315589 -0.143135 0.935922 0.504177 0.359440 -0.658251
-0.065371 -0.308800 -0.136235 0.939047 0.483863 0.331493 -0.627201
-0.064677 -0.297393 -0.135002 0.942947 0.431814 0.354085 -0.527987
-0.059307 -0.282961 -0.137851 0.947319 0.412474 0.347130 -0.499325
-0.055850 -0.277271 -0.143296 0.948403 0.397721 0.344997 -0.456315
-0.050244 -0.273161 -0.144076 0.949790 0.385868 0.345008 -0.415217
-0.044238 -0.272945 -0.143059 0.950304 0.379913 0.332543 -0.364583
-0.038292 -0.273051 -0.145389 0.950178 0.353533 0.332156 -0.333484
-0.037459 -0.277094 -0.149999 0.948323 0.338107 0.325283 -0.290893
-0.035246 -0.282383 -0.150749 0.946727 0.322445 0.323912 -0.246219
-0.035080 -0.284124 -0.153906 0.945704 0.301602 0.326762 -0.211485
-0.035372 -0.290673 -0.160116 0.942667 0.319350 0.320106 -0.142673
-0.035366 -0.288104 -0.164357 0.942726 0.304350 0.309469 -0.110266
-0.036903 -0.289167 -0.176006 0.940235 0.294731 0.307184 -0.068777
-0.038286 -0.282820 -0.183302 0.940716 0.275162 0.302456 -0.042931
-0.037926 -0.276483 -0.192153 0.940849 0.262470 0.299208 -0.016516
-0.032627 -0.270479 -0.208832 0.939237 0.240301 0.291449 0.002133
-0.026408 -0.262620 -0.221123 0.938849 0.227975 0.280753 0.034858
-0.020723 -0.256377 -0.223247 0.940214 0.211273 0.271032 0.047118
-0.016676 -0.244204 -0.227497 0.942513 0.195230 0.271223 0.063453
-0.012761 -0.223518 -0.235535 0.945727 0.177962 0.271113 0.075209
-0.009921 -0.206731 -0.243627 0.947528 0.147141 0.293450 0.089702
-0.002211 -0.192733 -0.243224 0.950627 0.135969 0.292305 0.097931
0.001523 -0.177859 -0.243882 0.953355 0.125298 0.293148 0.104459
-0.001439 -0.169186 -0.251159 0.953044 0.099607 0.296023 0.110635
-0.007427 -0.165641 -0.254562 0.952736 0.085838 0.296975 0.124750
-0.010483 -0.164036 -0.253710 0.953212 0.067464 0.295806 0.136067
-0.011362 -0.164817 -0.252279 0.953447 0.051313 0.287593 0.141332
-0.017808 -0.167893 -0.259706 0.950814 0.034413 0.284188 0.154475
-0.023138 -0.170691 -0.265714 0.948539 0.015870 0.280687 0.179158
-0.020827 -0.172795 -0.261433 0.949401 0.002016 0.272800 0.192825
-0.021359 -0.172084 -0.257988 0.950459 -0.016049 0.273976 0.211230
-0.021676 -0.175581 -0.256161 0.950307 -0.034805 0.272682 0.232184
-0.019822 -0.175268 -0.250805 0.951833 -0.062522 0.269880 0.254791
-0.016154 -0.170517 -0.246848 0.953797 -0.093043 0.268058 0.280737
-0.012506 -0.167006 -0.239276 0.956399 -0.128837 0.261431 0.312027
-0.006018 -0.174710 -0.233051 0.956623 -0.160776 0.245544 0.354063
0.004424 -0.183103 -0.245071 0.952047 -0.199091 0.234624 0.392941
0.001094 -0.180971 -0.263751 0.947462 -0.231902 0.235981 0.434438
0.003133 -0.174527 -0.267928 0.947494 -0.257576 0.240462 0.459735
0.003808 -0.179579 -0.281812 0.942507 -0.272497 0.241083 0.487494
0.010486 -0.186256 -0.295376 0.936991 -0.293543 0.241452 0.527378
0.017995 -0.179358 -0.301078 0.936408 -0.303934 0.239772 0.544475
0.018735 -0.169070 -0.310545 0.935215 -0.316527 0.241539 0.559410
0.016028 -0.159162 -0.317721 0.934593 -0.330052 0.241205 0.573269
0.013822 -0.144344 -0.311112 0.939246 -0.347308 0.239367 0.580749
0.014966 -0.130071 -0.307578 0.942472 -0.372922 0.240469 0.585423
0.018744 -0.116126 -0.295171 0.948176 -0.428571 0.236757 0.591970
0.021828 -0.105318 -0.284875 0.952511 -0.480242 0.234203 0.596762
0.032821 -0.100555 -0.282104 0.953535 -0.540562 0.225983 0.600554
0.037502 -0.084367 -0.292161 0.951902 -0.604708 0.227756 0.607526
0.051078 -0.063185 -0.298793 0.950853 -0.649453 0.223642 0.609483
0.074620 -0.004840 -0.295209 0.952502 -0.699730 0.238728 0.593565
0.082736 0.049991 -0.283785 0.954003 -0.724703 0.250840 0.569312
0.095361 0.097482 -0.272252 0.952514 -0.746675 0.257258 0.541670
0.103786 0.129033 -0.259372 0.951475 -0.774674 0.259893 0.516231
0.106075 0.144152 -0.252973 0.950775 -0.792041 0.266361 0.495157
0.104611 0.163643 -0.250515 0.948430 -0.821837 0.270245 0.475855
0.104495 0.182578 -0.249622 0.945217 -0.855650 0.270291 0.457150
0.106460 0.198417 -0.250834 0.941477 -0.890588 0.268188 0.439603
0.108051 0.209796 -0.248721 0.939387 -0.927942 0.262344 0.423166
0.105494 0.215197 -0.249011 0.938379 -0.964514 0.265136 0.412549
0.110121 0.216794 -0.238764 0.940141 -1.023987 0.250676 0.386396
0.116829 0.214388 -0.238385 0.939979 -1.062022 0.239929 0.370889
0.126971 0.220919 -0.250777 0.933908 -1.090751 0.250749 0.363106
0.136705 0.234606 -0.248743 0.929730 -1.124916 0.254625 0.347247
0.139629 0.242877 -0.258238 0.924569 -1.149350 0.277611 0.344615
0.144570 0.255388 -0.257686 0.920584 -1.173928 0.272835 0.328856
0.146836 0.271996 -0.257633 0.915468 -1.200736 0.275245 0.320519
0.150030 0.286314 -0.257561 0.910592 -1.225480 0.279232 0.315302
0.150768 0.300888 -0.255638 0.906303 -1.251740 0.286812 0.310931
0.149296 0.314955 -0.257925 0.901104 -1.276922 0.295974 0.310845
0.149306 0.338750 -0.255360 0.893167 -1.319451 0.296567 0.305715
0.149556 0.357402 -0.254638 0.886034 -1.350146 0.301799 0.306256
0.152769 0.373868 -0.252783 0.879196 -1.380662 0.304920 0.307161
0.156282 0.385929 -0.244851 0.875604 -1.409786 0.313819 0.307131
0.156961 0.393861 -0.237663 0.873930 -1.435938 0.312405 0.300052
0.156421 0.402919 -0.236539 0.870194 -1.459772 0.317278 0.297931
0.153474 0.411170 -0.237544 0.866578 -1.483723 0.325084 0.298455
0.149792 0.419966 -0.238736 0.862668 -1.502067 0.333963 0.298567
0.143914 0.429657 -0.238542 0.858942 -1.518951 0.343965 0.298124
0.139359 0.437794 -0.231299 0.857564 -1.535219 0.341440 0.289753
0.136198 0.443684 -0.229926 0.855412 -1.545846 0.350580 0.288888
0.134067 0.454577 -0.222033 0.852108 -1.549718 0.358285 0.277565
0.134174 0.465478 -0.214082 0.848232 -1.549087 0.363148 0.264952
0.134279 0.479221 -0.202901 0.843295 -1.550118 0.367197 0.252574
0.135072 0.491443 -0.193790 0.838263 -1.550296 0.362074 0.233999
0.133660 0.506895 -0.189187 0.830301 -1.547367 0.374313 0.230291
0.134021 0.516205 -0.180241 0.826489 -1.547244 0.373564 0.216256
0.131716 0.525457 -0.172740 0.822622 -1.543205 0.379322 0.206779
0.128991 0.532990 -0.159770 0.820826 -1.543592 0.382140 0.195056
0.126667 0.533811 -0.143514 0.823653 -1.540079 0.378608 0.171611
0.123086 0.531198 -0.135124 0.827297 -1.530857 0.384589 0.165529
0.114954 0.531060 -0.124792 0.830173 -1.511922 0.395825 0.148116
0.107289 0.532589 -0.117328 0.831308 -1.497879 0.399505 0.130897
0.102154 0.536559 -0.111855 0.830155 -1.484812 0.409201 0.120919
0.098343 0.540417 -0.105213 0.828980 -1.467179 0.418148 0.098892
0.092339 0.545457 -0.098933 0.827141 -1.455749 0.418485 0.089988
0.087411 0.550351 -0.094256 0.824978 -1.440469 0.427035 0.085152
0.082176 0.555817 -0.088109 0.822528 -1.433435 0.434230 0.088416
0.080721 0.561227 -0.083729 0.819450 -1.417189 0.440595 0.093187
0.078953 0.562950 -0.078611 0.818947 -1.381095 0.443281 0.084735
0.075101 0.567962 -0.074917 0.816190 -1.363484 0.430431 0.097557
0.071670 0.576954 -0.070319 0.810582 -1.347004 0.419528 0.113318
0.073820 0.597226 -0.069770 0.795615 -1.313858 0.430536 0.137639
0.075379 0.616338 -0.069046 0.780819 -1.299945 0.435761 0.167038
0.082697 0.628023 -0.071884 0.770442 -1.262365 0.456096 0.175920
0.082680 0.640239 -0.072644 0.760250 -1.248914 0.455926 0.201702
0.084890 0.652401 -0.071157 0.749736 -1.222190 0.452485 0.216348
0.086112 0.661765 -0.072244 0.741238 -1.209795 0.434330 0.227476
0.087018 0.672092 -0.076705 0.731326 -1.189048 0.419130 0.247815
0.096874 0.683910 -0.082821 0.718347 -1.153167 0.452331 0.264753
0.102255 0.693382 -0.084804 0.708219 -1.130854 0.443619 0.272588
0.106051 0.700342 -0.084842 0.700768 -1.112269 0.421165 0.282069
0.118573 0.706521 -0.085487 0.692431 -1.065979 0.409240 0.290131
0.127649 0.714708 -0.087979 0.682025 -1.037496 0.396488 0.298505
0.140303 0.723607 -0.087425 0.670123 -1.000923 0.390680 0.306360
0.154470 0.729383 -0.089800 0.660360 -0.964158 0.376470 0.312060
0.169024 0.737691 -0.094626 0.646752 -0.927006 0.379399 0.313601
0.182330 0.744116 -0.092159 0.636046 -0.896256 0.376529 0.311603
0.186323 0.753103 -0.092246 0.624188 -0.863448 0.381577 0.313669
0.182938 0.763265 -0.091124 0.612908 -0.847048 0.375072 0.307228
0.183920 0.775829 -0.092533 0.596407 -0.815283 0.378910 0.311527
0.185044 0.779217 -0.090134 0.591993 -0.795174 0.372414 0.310693
0.187629 0.782484 -0.092027 0.586554 -0.762391 0.369558 0.317759
0.188952 0.786403 -0.094966 0.580387 -0.725903 0.373768 0.321283
0.187301 0.791138 -0.094756 0.574491 -0.704668 0.371981 0.313512
0.188255 0.795915 -0.091070 0.568142 -0.682481 0.370669 0.314142
0.194153 0.796944 -0.090148 0.564853 -0.644322 0.368558 0.318748
0.198826 0.797640 -0.084907 0.563053 -0.615816 0.373277 0.306636
0.200847 0.799320 -0.084865 0.559952 -0.596733 0.360867 0.306592
0.204824 0.797126 -0.092725 0.560392 -0.558501 0.361257 0.290982
0.210168 0.791744 -0.099479 0.564868 -0.511866 0.365335 0.268115
0.206020 0.788200 -0.095319 0.572024 -0.484217 0.372313 0.243573
0.195477 0.784185 -0.091969 0.581709 -0.457435 0.372798 0.211475
0.185393 0.780361 -0.085973 0.590995 -0.443615 0.365740 0.173140
0.177814 0.775156 -0.085995 0.600100 -0.427225 0.362342 0.121197
0.175619 0.773625 -0.090860 0.602003 -0.407476 0.355627 0.081693
0.182403 0.771348 -0.093911 0.602438 -0.378695 0.356486 0.024457
0.189620 0.769560 -0.092377 0.602734 -0.360397 0.353181 -0.017900
0.196889 0.772473 -0.089133 0.597140 -0.341309 0.344747 -0.055483
0.201561 0.766404 -0.088346 0.603483 -0.341097 0.336892 -0.193394
0.204226 0.771982 -0.088827 0.595352 -0.326174 0.334675 -0.220645
0.207291 0.778617 -0.092677 0.584976 -0.306328 0.334504 -0.248171
0.205783 0.785590 -0.092296 0.576180 -0.285367 0.329460 -0.274598
0.207102 0.789188 -0.093555 0.570560 -0.264213 0.322232 -0.289055
0.213397 0.786925 -0.096439 0.570885 -0.231516 0.321959 -0.331087
0.212879 0.786709 -0.094225 0.571746 -0.202342 0.333109 -0.355932
0.202156 0.790264 -0.086842 0.571904 -0.188290 0.322514 -0.381847
0.208749 0.790744 -0.080127 0.569848 -0.178950 0.311053 -0.416550
0.222934 0.793349 -0.072000 0.561884 -0.156469 0.304688 -0.443578
0.226682 0.796302 -0.073852 0.555935 -0.137880 0.309826 -0.482552
0.224863 0.797570 -0.076842 0.554449 -0.125940 0.305100 -0.516271
0.223447 0.793551 -0.082042 0.560016 -0.107866 0.305926 -0.561346
0.221280 0.787548 -0.085210 0.568808 -0.103013 0.298226 -0.605761
0.227808 0.780432 -0.090799 0.575140 -0.086812 0.301890 -0.652993
0.228161 0.777450 -0.093913 0.578527 -0.071001 0.316032 -0.680803
0.224329 0.778684 -0.096071 0.578012 -0.062138 0.313382 -0.698151
0.225725 0.777461 -0.102671 0.577980 -0.047159 0.321360 -0.744913
0.224460 0.776231 -0.105379 0.579637 -0.039879 0.317365 -0.768201
0.224601 0.777113 -0.109233 0.577683 -0.032184 0.317066 -0.790450
0.226072 0.779446 -0.113087 0.573207 -0.016384 0.316141 -0.795621
0.227168 0.779316 -0.119005 0.571750 -0.002163 0.312991 -0.811387
0.229927 0.778011 -0.122547 0.571677 0.016210 0.311531 -0.831890
0.232339 0.776611 -0.122875 0.572534 0.031386 0.308098 -0.858129
0.232389 0.778435 -0.123084 0.569986 0.053061 0.310757 -0.876627
0.230562 0.775681 -0.125576 0.573925 0.082376 0.314478 -0.941450
0.225408 0.772201 -0.128858 0.579908 0.116441 0.331325 -0.965747
0.207091 0.771617 -0.129381 0.587350 0.126240 0.333141 -0.984902
0.200616 0.764155 -0.134597 0.598083 0.152707 0.328387 -1.004355
0.202451 0.750825 -0.143677 0.612071 0.176063 0.332606 -1.026394
0.199741 0.743037 -0.151021 0.620638 0.189601 0.322957 -1.040636
0.203231 0.732742 -0.156351 0.630350 0.212245 0.327213 -1.066665
0.200053 0.719630 -0.159152 0.645586 0.230408 0.330051 -1.098641
0.186894 0.702240 -0.164371 0.667017 0.243763 0.333150 -1.145865
0.179701 0.686999 -0.170759 0.683067 0.254503 0.337205 -1.189741
0.168602 0.670217 -0.176765 0.700811 0.242946 0.335296 -1.227445
0.167314 0.657921 -0.183371 0.711000 0.263885 0.361067 -1.265719
0.166911 0.649315 -0.181742 0.719375 0.272629 0.372185 -1.311445
0.165549 0.640643 -0.175643 0.728917 0.290370 0.394844 -1.360012
0.152192 0.637191 -0.161538 0.738059 0.296931 0.413652 -1.392568
0.140127 0.628362 -0.144037 0.751518 0.288048 0.414998 -1.434698
0.125735 0.611469 -0.126622 0.770885 0.314609 0.416496 -1.476405
0.118739 0.603632 -0.120825 0.779058 0.337244 0.429088 -1.498736
0.111387 0.596057 -0.111945 0.787260 0.354502 0.435023 -1.522846
0.103553 0.587422 -0.104895 0.795745 0.373998 0.434276 -1.543969
0.091348 0.579861 -0.103102 0.802986 0.394351 0.449708 -1.565516
0.078255 0.577391 -0.103148 0.806136 0.417868 0.471055 -1.584646
0.071448 0.568316 -0.099042 0.813697 0.445453 0.464311 -1.627736
0.067187 0.563969 -0.099459 0.817027 0.460854 0.475479 -1.644856
0.074218 0.557628 -0.091918 0.821641 0.471624 0.459811 -1.674304
0.078876 0.548001 -0.095438 0.827264 0.482640 0.465852 -1.694132
0.080290 0.541992 -0.095702 0.831047 0.496352 0.467354 -1.713694
0.079754 0.537583 -0.093947 0.834157 0.505694 0.465436 -1.749989
0.079102 0.533465 -0.094551 0.836790 0.510563 0.465088 -1.772954
0.081435 0.532030 -0.096983 0.837202 0.510777 0.467428 -1.793094
0.086716 0.531393 -0.101624 0.836525 0.515127 0.467266 -1.822998
0.097029 0.532001 -0.104676 0.834627 0.505445 0.454827 -1.842196
0.106329 0.531333 -0.107915 0.833507 0.507952 0.444637 -1.863093
0.115691 0.535735 -0.118775 0.827947 0.510540 0.438846 -1.875487
0.122093 0.545399 -0.127700 0.819345 0.508198 0.423423 -1.883137
0.131276 0.555090 -0.135433 0.810123 0.481138 0.392850 -1.895539
0.141740 0.562689 -0.148650 0.800746 0.471154 0.374422 -1.888926
0.144786 0.566839 -0.155700 0.795920 0.465141 0.369119 -1.881570
0.146698 0.574132 -0.162963 0.788857 0.451915 0.366011 -1.858289
0.147538 0.581870 -0.167960 0.781952 0.443766 0.367724 -1.842689
0.151030 0.594265 -0.169803 0.771496 0.424674 0.367461 -1.801982
0.156459 0.603829 -0.168828 0.763157 0.412898 0.362135 -1.772783
0.163312 0.614188 -0.165754 0.754074 0.402217 0.359067 -1.746936
0.169339 0.631413 -0.159359 0.739761 0.386202 0.351423 -1.704747
0.172193 0.639107 -0.156818 0.733008 0.373279 0.344683 -1.680683
0.179911 0.647451 -0.162031 0.722624 0.361807 0.346185 -1.625168
0.182623 0.646639 -0.163999 0.722226 0.361053 0.339840 -1.611896
0.187807 0.645145 -0.169994 0.720846 0.366971 0.344465 -1.592220
0.182403 0.645416 -0.168839 0.722261 0.373371 0.345655 -1.576078
0.177675 0.644847 -0.172721 0.723029 0.375114 0.339404 -1.549316
0.174650 0.643139 -0.182071 0.722993 0.385705 0.343796 -1.520926
0.175136 0.644540 -0.183562 0.721249 0.383695 0.327831 -1.494879
0.185174 0.645646 -0.189088 0.716308 0.404180 0.335238 -1.482865
0.186868 0.653015 -0.180009 0.711512 0.410246 0.328999 -1.464737
0.195444 0.661056 -0.171831 0.703761 0.418629 0.331992 -1.443005
0.205629 0.666550 -0.155438 0.699476 0.433523 0.330268 -1.409003
0.215021 0.674698 -0.141858 0.691682 0.445679 0.322849 -1.385447
0.223870 0.684991 -0.129800 0.681044 0.451875 0.314943 -1.371373
0.234467 0.693796 -0.128149 0.668768 0.466221 0.311727 -1.337383
0.233219 0.697914 -0.135381 0.663473 0.477689 0.313596 -1.318040
0.229332 0.705940 -0.145055 0.654228 0.504003 0.333482 -1.283606
0.222874 0.712842 -0.147705 0.648357 0.509246 0.327953 -1.260514
0.217682 0.721407 -0.152149 0.639560 0.514773 0.329035 -1.236487
0.213732 0.732080 -0.154694 0.628050 0.522154 0.332107 -1.201081
0.211866 0.742431 -0.153990 0.616601 0.528661 0.336440 -1.175066
0.210586 0.756523 -0.149126 0.600906 0.534291 0.345606 -1.129229
0.208630 0.770354 -0.143393 0.585207 0.536239 0.348981 -1.095192
0.207864 0.781477 -0.134810 0.572636 0.539621 0.353878 -1.062705
0.204273 0.796195 -0.120873 0.556539 0.538811 0.357121 -1.011631
0.205966 0.804644 -0.114888 0.544910 0.542464 0.365711 -0.981715
0.203869 0.811384 -0.104402 0.537767 0.543054 0.353043 -0.956336
0.212742 0.815201 -0.107139 0.527929 0.549025 0.348309 -0.934487
0.219658 0.822035 -0.113964 0.512856 0.563058 0.359277 -0.916881
0.214207 0.834836 -0.110826 0.494855 0.568661 0.360766 -0.902088
0.212161 0.844670 -0.107385 0.479572 0.583233 0.362964 -0.890887
0.207379 0.853312 -0.102101 0.467362 0.599098 0.364751 -0.882643
0.202573 0.865601 -0.094416 0.448091 0.623901 0.368540 -0.876916
0.198299 0.874290 -0.086194 0.434586 0.643709 0.369023 -0.875762
0.197727 0.880434 -0.075438 0.424323 0.669595 0.360562 -0.871421
0.206494 0.881340 -0.069490 0.419250 0.696636 0.353913 -0.873128
0.213775 0.885325 -0.061521 0.408308 0.719457 0.364236 -0.880733
0.212512 0.889403 -0.056004 0.400829 0.748377 0.372340 -0.878768
0.203013 0.896859 -0.057536 0.388741 0.767925 0.387669 -0.877672
0.188886 0.906027 -0.056086 0.374556 0.795545 0.416065 -0.875500
0.171616 0.913530 -0.054500 0.364747 0.815446 0.417966 -0.869900
0.155836 0.920996 -0.055028 0.352781 0.840626 0.419868 -0.858429
0.146160 0.930792 -0.057248 0.330130 0.874908 0.440671 -0.858234
0.138591 0.936203 -0.056669 0.317970 0.902328 0.449108 -0.855187
0.132482 0.939847 -0.053545 0.310271 0.923852 0.456447 -0.856305
0.124470 0.944857 -0.048129 0.299060 0.944681 0.458707 -0.857324
0.115251 0.950661 -0.044369 0.284591 0.973076 0.444832 -0.846887
0.109481 0.952136 -0.039649 0.282628 0.999294 0.461159 -0.853805
0.100535 0.954108 -0.036787 0.279674 1.037875 0.471071 -0.856334
0.095578 0.955795 -0.032567 0.276154 1.056110 0.478055 -0.856759
0.091338 0.957188 -0.029418 0.273099 1.067729 0.475573 -0.857131
0.092321 0.958739 -0.030853 0.267103 1.082473 0.474073 -0.853363
0.095568 0.959187 -0.033755 0.263983 1.085814 0.462946 -0.853139
0.107466 0.958339 -0.036629 0.262097 1.094813 0.463151 -0.855482
0.118052 0.955710 -0.036151 0.267162 1.098817 0.460008 -0.858145
0.131664 0.952205 -0.035882 0.273283 1.092545 0.458663 -0.862570
0.140511 0.949880 -0.038404 0.276605 1.083731 0.454577 -0.863503
0.146499 0.948741 -0.041911 0.276898 1.063465 0.433419 -0.857893
0.166099 0.942658 -0.047494 0.285572 1.034369 0.426385 -0.856779
0.174593 0.936220 -0.055731 0.299840 1.010491 0.410514 -0.849430
0.179873 0.928956 -0.065665 0.316819 0.978379 0.404994 -0.849404
0.185901 0.921918 -0.073290 0.331870 0.927613 0.401120 -0.849719
0.180085 0.919821 -0.075855 0.340213 0.863325 0.356716 -0.834289
0.182665 0.916583 -0.077783 0.347073 0.798848 0.335559 -0.829199
0.207133 0.903214 -0.086107 0.365904 0.706510 0.314974 -0.833629
0.216670 0.898488 -0.097294 0.369199 0.664166 0.324186 -0.829466
0.225938 0.892501 -0.103833 0.376313 0.626900 0.344776 -0.830997
0.232946 0.885182 -0.106899 0.388280 0.599542 0.353600 -0.826807
0.232328 0.877764 -0.108398 0.404726 0.570102 0.355309 -0.826459
0.229663 0.873649 -0.110193 0.414548 0.543325 0.350889 -0.815434
0.227893 0.868428 -0.112871 0.425626 0.506951 0.333087 -0.809068
0.233517 0.860776 -0.117989 0.436592 0.477645 0.323018 -0.802986
0.244383 0.852271 -0.121303 0.446315 0.450992 0.319976 -0.797587
0.242791 0.847374 -0.122222 0.456148 0.403733 0.305277 -0.780858
0.245064 0.842615 -0.128040 0.462113 0.367466 0.309764 -0.776014
0.245446 0.839617 -0.131629 0.466340 0.331836 0.301590 -0.769210
0.246306 0.835286 -0.137606 0.471907 0.304732 0.314358 -0.764154
0.246733 0.835273 -0.140351 0.470896 0.282126 0.325149 -0.754890
0.246477 0.834573 -0.137580 0.473084 0.264351 0.337705 -0.753974
0.241946 0.836430 -0.130538 0.474138 0.244041 0.345286 -0.747956
0.233778 0.836960 -0.126356 0.478415 0.231069 0.348981 -0.746439
0.230068 0.834992 -0.126808 0.483504 0.201000 0.351907 -0.763223
0.228837 0.837709 -0.127320 0.479235 0.199851 0.354771 -0.755746
0.230410 0.840074 -0.120180 0.476177 0.182879 0.358407 -0.774181
0.229754 0.845277 -0.114985 0.468506 0.160846 0.357631 -0.793631
0.229682 0.852331 -0.112308 0.456252 0.142481 0.362078 -0.816151
0.227343 0.858007 -0.104121 0.448662 0.110106 0.363872 -0.869947
0.228115 0.865743 -0.097955 0.434577 0.111236 0.379223 -0.879838
0.225391 0.871309 -0.090600 0.426393 0.094561 0.372453 -0.904404
0.226817 0.877058 -0.086482 0.414541 0.088428 0.379204 -0.921776
0.228970 0.882075 -0.082090 0.403457 0.077818 0.375231 -0.939149
0.226269 0.885337 -0.074600 0.399269 0.049745 0.367827 -0.980653
0.227337 0.889243 -0.070014 0.390721 0.034260 0.374149 -1.001455
0.224220 0.896706 -0.065201 0.376021 0.033688 0.375350 -1.007274
0.223477 0.902524 -0.062556 0.362759 0.030329 0.373728 -1.016945
0.224103 0.907467 -0.062490 0.349823 0.022843 0.375421 -1.030675
0.220381 0.914718 -0.061379 0.333100 0.027246 0.370482 -1.029930
0.216101 0.921695 -0.060502 0.316414 0.015440 0.368743 -1.042950
0.216415 0.927491 -0.057609 0.299345 0.014279 0.353828 -1.048983
0.225606 0.930041 -0.055297 0.284723 0.021597 0.350300 -1.058297
0.237618 0.934884 -0.056410 0.257581 0.028992 0.347984 -1.067875
0.239525 0.942039 -0.058517 0.227524 0.055899 0.353978 -1.065799
0.233180 0.949982 -0.054187 0.200560 0.063238 0.339508 -1.059266
0.231568 0.954408 -0.049946 0.181624 0.072818 0.334449 -1.064639
